Index,Name,ICD-10 Chapter,ICD-10 Chapter (short),Colour,"AUC Female, (no gap)","AUC Male, (no gap)","AUC Female, (1 year gap)","AUC Male, (1 year gap)","N tokens, training","N tokens, validation"
180,D58 Other hereditary haemolytic anaemias,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.708759777671782,0.626137940284308,0.6780021651261,0.647393661957062,222,46
181,D59 Acquired haemolytic anaemia,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.876638326486075,0.862946254496241,0.681014830487062,0.684744118085383,268,62
182,D60 Acquired pure red cell aplasia [erythroblastopenia],III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.95892951243649,,0.957229594509676,,17,3
183,D61 Other aplastic anaemias,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.780652818206269,0.782348738124789,0.684779163356609,0.690569669349591,1118,261
184,D62 Acute posthaemorrhagic anaemia,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.734252238113647,0.751775239810496,0.680713396440201,0.72845356114352,350,85
185,D63 Anaemia in chronic diseases classified elsewhere,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.855963037629563,0.888747817635875,0.727574896196691,0.839095134518954,1270,318
186,D64 Other anaemias,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.764728146124871,0.776066173312674,0.692629362302541,0.680237405559172,23402,5883
187,D65 Disseminated intravascular coagulation [defibrination syndrome],III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.801848511311253,0.652055441458141,0.758851202461165,0.571649876569258,70,17
188,D66 Hereditary factor viii deficiency,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.573387239644574,0.676858056443443,0.709305762443585,0.733204141069134,112,32
189,D67 Hereditary factor ix deficiency,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,,0.939850326138815,,0.656897417973,24,3
190,D68 Other coagulation defects,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.778879748449814,0.810369953999452,0.744954597590402,0.757558475851234,2006,485
191,D69 Purpura and other haemorrhagic conditions,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.754591865467598,0.757705429323316,0.681762693816568,0.668693215038004,4077,1012
192,D70 Agranulocytosis,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.772432317987325,0.837762413174249,0.606713377384625,0.687967900239749,5577,1389
193,D71 Functional disorders of polymorphonuclear neutrophils,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,,0.783944659338025,,0.964178440789174,27,3
194,D72 Other disorders of white blood cells,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.674513593855442,0.694336237782475,0.67803495109282,0.62149899660646,1124,267
195,D73 Diseases of spleen,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.803257556060171,0.806709544994076,0.711787997198708,0.793204077342172,945,210
196,D74 Methaemoglobinaemia,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,,0.816315691549331,,0.324918678048276,7,3
197,D75 Other diseases of blood and blood-forming organs,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.729201094288688,0.737644745488656,0.696176990142243,0.711226842288337,1837,483
198,D76 Certain diseases involving lymphoreticular tissue and reticulohistiocytic system,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.621635579562587,0.688187459431238,0.570824100653019,0.479414108533895,95,30
199,D77 Other disorders of blood and blood-forming organs in diseases classified elsewhere,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,,,,,5,1
200,D80 Immunodeficiency with predominantly antibody defects,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.840384570320735,0.87859143416619,0.711133050633277,0.854723882186729,315,87
201,D81 Combined immunodeficiencies,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,,0.876367688774821,,0.961919733085239,11,3
202,D82 Immunodeficiency associated with other major defects,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.55757985632208,0.758604005635832,0.761465175836274,0.728145500503936,34,13
203,D83 Common variable immunodeficiency,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.878812329885045,0.897069134860642,0.844055061097679,0.836983939028135,36,14
204,D84 Other immunodeficiencies,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.757528396716199,0.922249445142909,0.651078829843167,0.862165405629418,143,34
205,D86 Sarcoidosis,III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.617623846017995,0.655354663849003,0.567835039427837,0.612186391574095,1626,395
206,"D89 Other disorders involving the immune mechanism, not elsewhere classified",III. Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,III. Blood & Immune Disorders,#ff9896,0.775265312677289,0.715594538040731,0.734270408943048,0.694010216876665,559,153
207,E01 Iodine-deficiency-related thyroid disorders and allied conditions,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.857936698893633,0.999932459813589,0.783395237025349,0.540464686656246,74,10
208,E02 Subclinical iodine-deficiency hypothyroidism,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.794116862574761,0.863856511253801,0.684020401422777,0.83454264839816,115,36
209,E03 Other hypothyroidism,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.599900977111374,0.6340426068936,0.590195435140427,0.610651772822775,30096,7482
210,E04 Other non-toxic goitre,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.632654213623625,0.622318324338504,0.605283759360419,0.566160529550175,4190,1100
211,E05 Thyrotoxicosis [hyperthyroidism],"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.669290509817669,0.669890739865761,0.636638321780818,0.651201173045476,6342,1611
212,E06 Thyroiditis,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.722284338998681,0.600064237641114,0.662222729535428,0.596680235531624,1052,263
213,E07 Other disorders of thyroid,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.734567385756825,0.727615317738117,0.664487539374748,0.675651582693365,1876,480
214,E10 Insulin-dependent diabetes mellitus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.934935220206046,0.931085980595609,0.924352356975421,0.911951438037754,4050,942
215,E11 Non-insulin-dependent diabetes mellitus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.84208881007748,0.825058500881631,0.825627547581258,0.799456200961702,32735,8078
216,E12 Malnutrition-related diabetes mellitus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,5,2
217,E13 Other specified diabetes mellitus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.902146018016705,0.927243609247495,0.816996125476183,0.828575599410319,394,97
218,E14 Unspecified diabetes mellitus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.74305510940995,0.748976976164418,0.723428056365335,0.70195703665367,20057,4969
219,E15 Nondiabetic hypoglycaemic coma,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,0.633373427352757,,0.563931668056339,27,8
220,E16 Other disorders of pancreatic internal secretion,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.868671279079645,0.910148109261825,0.835218802821686,0.880260983986323,3293,820
221,E20 Hypoparathyroidism,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.783664115065144,0.878907776487547,0.822189098878298,0.831191690997096,193,47
222,E21 Hyperparathyroidism and other disorders of parathyroid gland,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.685194377169344,0.783898886956241,0.630225057411808,0.737097512851607,1855,478
223,E22 Hyperfunction of pituitary gland,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.700837034353252,0.677977723025064,0.607117552732864,0.613813510301445,825,201
224,E23 Hypofunction and other disorders of pituitary gland,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.692379998391283,0.722597411689681,0.678129684347377,0.685500884446744,990,206
225,E24 Cushing's syndrome,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.849432188366138,0.878473063424339,0.809488195860328,0.747107281227908,188,37
226,E25 Adrenogenital disorders,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.860579218159178,,0.863099945488911,,27,5
227,E26 Hyperaldosteronism,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.848326035175341,0.81740880238701,0.726853360539116,0.817325852785802,138,43
228,E27 Other disorders of adrenal gland,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.783330658576886,0.769969248111844,0.705994024317857,0.760728882305666,1112,268
229,E28 Ovarian dysfunction,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.643398022863933,0.0935293194538892,0.690729507359401,0.371662557974345,1819,496
230,E29 Testicular dysfunction,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.978894592336158,0.772243972385219,0.979326393141457,0.734248372478108,479,107
231,"E30 Disorders of puberty, not elsewhere classified","IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.661265079097542,0.995374653098982,0.546485093853515,0.815431504651909,15,6
232,E31 Polyglandular dysfunction,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.99703437591451,,0.974532404484171,,18,4
233,E32 Diseases of thymus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.774905697143125,0.848470439520993,0.639817241815191,0.867013479323837,32,9
234,E34 Other endocrine disorders,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.645176490672154,0.794003175101491,0.598379854136879,0.722416013402986,320,91
235,E35 Disorders of endocrine glands in diseases classified elsewhere,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,4,0
236,E41 Nutritional marasmus,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,0.96097870111008,,0.630489266644873,14,3
237,E43 Unspecified severe protein-energy malnutrition,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.803294499295684,0.731358049088933,0.746793729420314,0.462133594856707,11,6
238,E44 Protein-energy malnutrition of moderate and mild degree,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,5,1
239,E45 Retarded development following protein-energy malnutrition,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,0,1
240,E46 Unspecified protein-energy malnutrition,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.97760375915266,0.935098697879687,0.878804587351756,0.880524236959802,420,89
241,E50 Vitamin a deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,9,1
242,E51 Thiamine deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.999333926898681,0.940272554969697,0.854565742321666,0.835122321597982,47,10
243,E52 Niacin deficiency [pellagra],"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,4,0
244,E53 Deficiency of other b group vitamins,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.835577757867955,0.821055906578749,0.810452434737276,0.75136322847217,3042,736
245,E54 Ascorbic acid deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,18,2
246,E55 Vitamin d deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.798759306904348,0.818248533511359,0.777164679178859,0.78772325172056,3799,927
247,E56 Other vitamin deficiencies,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.757420000047848,0.74709105313595,0.740254047071665,0.776790473062513,247,72
248,E58 Dietary calcium deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.908423023080885,,0.845017135995929,,39,7
249,E59 Dietary selenium deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,,,,,2,0
250,E60 Dietary zinc deficiency,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.806783647635144,,0.689896627437993,,19,4
251,E61 Deficiency of other nutrient elements,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.832819837329611,0.832834764243199,0.789331589486863,0.798239891807201,1028,249
252,E63 Other nutritional deficiencies,"IV. Endocrine, nutritional and metabolic diseases",IV. Metabolic Diseases,#2ca02c,0.832832532398804,0.822831398173564,0.855761103615665,0.782081368725662,41,11
