index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color
921,N86 Erosion and ectropion of cervix uteri,1652.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
922,N87 Dysplasia of cervix uteri,6060.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
923,N88 Other noninflammatory disorders of cervix uteri,2519.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
924,N89 Other noninflammatory disorders of vagina,9965.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
925,N90 Other noninflammatory disorders of vulva and perineum,5257.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
926,"N91 Absent, scanty and rare menstruation",1967.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
927,"N92 Excessive, frequent and irregular menstruation",23776.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
928,N93 Other abnormal uterine and vaginal bleeding,8879.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
929,N94 Pain and other conditions associated with female genital organs and menstrual cycle,9761.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
930,N95 Menopausal and other perimenopausal disorders,30233.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
931,N96 Habitual aborter,26.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
932,N97 Female infertility,3280.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
933,N98 Complications associated with artificial fertilisation,51.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
934,"N99 Postprocedural disorders of genito-urinary system, not elsewhere classified",1471.0,XIV. Diseases of the genitourinary system,XIV. Genitourinary Diseases,#ffbb78
935,O00 Ectopic pregnancy,824.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
936,O01 Hydatidiform mole,181.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
937,O02 Other abnormal products of conception,1836.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
938,O03 Spontaneous abortion,4640.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
939,O04 Medical abortion,3219.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
940,O05 Other abortion,6.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
941,O06 Unspecified abortion,406.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
942,O07 Failed attempted abortion,21.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
943,O08 Complications following abortion and ectopic and molar pregnancy,70.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
944,"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",109.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
945,O11 Pre-existing hypertensive disorder with superimposed proteinuria,22.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
946,O12 Gestational [pregnancy-induced] oedema and proteinuria without hypertension,179.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
947,O13 Gestational [pregnancy-induced] hypertension without significant proteinuria,677.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
948,O14 Gestational [pregnancy-induced] hypertension with significant proteinuria,456.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
949,O15 Eclampsia,74.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
950,O16 Unspecified maternal hypertension,689.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
951,O20 Haemorrhage in early pregnancy,1249.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
952,O21 Excessive vomiting in pregnancy,332.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
953,O22 Venous complications in pregnancy,121.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
954,O23 Infections of genito-urinary tract in pregnancy,270.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
955,O24 Diabetes mellitus in pregnancy,623.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
956,O25 Malnutrition in pregnancy,1.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
957,O26 Maternal care for other conditions predominantly related to pregnancy,2008.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
958,O28 Abnormal findings on antenatal screening of mother,123.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
959,O29 Complications of anaesthesia during pregnancy,2.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
960,O30 Multiple gestation,514.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
961,O31 Complications specific to multiple gestation,31.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
962,O32 Maternal care for known or suspected malpresentation of foetus,1262.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
963,O33 Maternal care for known or suspected disproportion,79.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
964,O34 Maternal care for known or suspected abnormality of pelvic organs,1663.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
965,O35 Maternal care for known or suspected foetal abnormality and damage,271.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
966,O36 Maternal care for other known or suspected foetal problems,1993.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
967,O40 Polyhydramnios,123.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
968,O41 Other disorders of amniotic fluid and membranes,262.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
969,O42 Premature rupture of membranes,1145.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
970,O43 Placental disorders,247.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
971,O44 Placenta praevia,207.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
972,O45 Premature separation of placenta [abruptio placentae],49.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
973,"O46 Antepartum haemorrhage, not elsewhere classified",679.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
974,O47 False labour,1103.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
975,O48 Prolonged pregnancy,1176.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
976,O60 Preterm delivery,793.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
977,O61 Failed induction of labour,157.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
978,O62 Abnormalities of forces of labour,449.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
979,O63 Long labour,1948.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
980,O64 Obstructed labour due to malposition and malpresentation of foetus,428.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
981,O65 Obstructed labour due to maternal pelvic abnormality,42.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
982,O66 Other obstructed labour,342.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
983,"O67 Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",117.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
984,O68 Labour and delivery complicated by foetal stress [distress],3448.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
985,O69 Labour and delivery complicated by umbilical cord complications,625.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
986,O70 Perineal laceration during delivery,5530.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
987,O71 Other obstetric trauma,236.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
988,O72 Postpartum haemorrhage,1691.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
989,"O73 Retained placenta and membranes, without haemorrhage",240.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
990,O74 Complications of anaesthesia during labour and delivery,27.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
991,"O75 Other complications of labour and delivery, not elsewhere classified",816.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
992,O80 Single spontaneous delivery,12271.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
993,O81 Single delivery by forceps and vacuum extractor,1578.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
994,O82 Single delivery by caesarean section,2292.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
995,O83 Other assisted single delivery,20.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
996,O84 Multiple delivery,29.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
997,O85 Puerperal sepsis,66.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
998,O86 Other puerperal infections,252.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
999,O87 Venous complications in the puerperium,116.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1000,O88 Obstetric embolism,13.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1001,O89 Complications of anaesthesia during the puerperium,24.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1002,"O90 Complications of the puerperium, not elsewhere classified",257.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1003,O91 Infections of breast associated with childbirth,265.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1004,O92 Other disorders of breast and lactation associated with childbirth,174.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1005,"O94 Sequelae of complication of pregnancy, childbirth and the puerperium",6.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1006,O96 Death from any obstetric cause occurring more than 42 days but less than one year after delivery,1.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1007,"O98 Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",72.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1008,"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",2091.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1009,P00 Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,6.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1010,"P02 Foetus and newborn affected by complications of placenta, cord and membranes",7.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1011,P03 Foetus and newborn affected by other complications of labour and delivery,132.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1012,P04 Foetus and newborn affected by noxious influences transmitted via placenta or breast milk,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1013,P05 Slow foetal growth and foetal malnutrition,5.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1014,"P07 Disorders related to short gestation and low birth weight, not elsewhere classified",25.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1015,P08 Disorders related to long gestation and high birth weight,8.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1016,P10 Intracranial laceration and haemorrhage due to birth injury,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1017,P11 Other birth injuries to central nervous system,4.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1018,P12 Birth injury to scalp,3.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1019,P13 Birth injury to skeleton,4.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1020,P14 Birth injury to peripheral nervous system,16.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1021,P15 Other birth injuries,13.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1022,P20 Intra-uterine hypoxia,7.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1023,P21 Birth asphyxia,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1024,P22 Respiratory distress of newborn,5.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1025,P23 Congenital pneumonia,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1026,P24 Neonatal aspiration syndromes,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1027,P25 Interstitial emphysema and related conditions originating in the perinatal period,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1028,P26 Pulmonary haemorrhage originating in the perinatal period,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1029,P27 Chronic respiratory disease originating in the perinatal period,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1030,P28 Other respiratory conditions originating in the perinatal period,16.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1031,P29 Cardiovascular disorders originating in the perinatal period,10.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1032,P35 Congenital viral diseases,15.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1033,P36 Bacterial sepsis of newborn,27.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1034,P37 Other congenital infectious and parasitic diseases,15.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1035,P38 Omphalitis of newborn with or without mild haemorrhage,17.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1036,P39 Other infections specific to the perinatal period,13.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1037,P50 Foetal blood loss,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1038,P51 Umbilical haemorrhage of newborn,6.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1039,P52 Intracranial nontraumatic haemorrhage of foetus and newborn,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1040,P53 Haemorrhagic disease of foetus and newborn,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1041,P54 Other neonatal haemorrhages,8.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1042,P55 Haemolytic disease of foetus and newborn,8.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1043,P58 Neonatal jaundice due to other excessive haemolysis,3.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1044,P59 Neonatal jaundice from other and unspecified causes,20.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1045,P61 Other perinatal haematological disorders,4.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1046,P70 Transitory disorders of carbohydrate metabolism specific to foetus and newborn,2.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1047,P71 Transitory neonatal disorders of calcium and magnesium metabolism,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1048,P78 Other perinatal digestive system disorders,1.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1049,P83 Other conditions of integument specific to foetus and newborn,9.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1050,P91 Other disturbances of cerebral status of newborn,,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1051,P92 Feeding problems of newborn,11.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1052,P94 Disorders of muscle tone of newborn,3.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1053,P95 Foetal death of unspecified cause,113.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1054,P96 Other conditions originating in the perinatal period,171.0,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2
1055,Q00 Anencephaly and similar malformations,4.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1056,Q01 Encephalocele,11.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1057,Q02 Microcephaly,2.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1058,Q03 Congenital hydrocephalus,29.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1059,Q04 Other congenital malformations of brain,71.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1060,Q05 Spina bifida,311.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1061,Q06 Other congenital malformations of spinal cord,34.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1062,Q07 Other congenital malformations of nervous system,129.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1063,"Q10 Congenital malformations of eyelid, lachrymal apparatus and orbit",122.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1064,"Q11 Anophthalmos, microphthalmos and macrophthalmos",25.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1065,Q12 Congenital lens malformations,245.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1066,Q13 Congenital malformations of anterior segment of eye,49.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1067,Q14 Congenital malformations of posterior segment of eye,237.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1068,Q15 Other congenital malformations of eye,45.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1069,Q16 Congenital malformations of ear causing impairment of hearing,56.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1070,Q17 Other congenital malformations of ear,110.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1071,Q18 Other congenital malformations of face and neck,208.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1072,Q20 Congenital malformations of cardiac chambers and connexions,21.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1073,Q21 Congenital malformations of cardiac septa,1013.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1074,Q22 Congenital malformations of pulmonary and tricuspid valves,47.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1075,Q23 Congenital malformations of aortic and mitral valves,530.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1076,Q24 Other congenital malformations of heart,334.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1077,Q25 Congenital malformations of great arteries,217.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1078,Q26 Congenital malformations of great veins,36.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1079,Q27 Other congenital malformations of peripheral vascular system,245.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1080,Q28 Other congenital malformations of circulatory system,195.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1081,Q30 Congenital malformations of nose,82.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1082,Q31 Congenital malformations of larynx,52.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1083,Q32 Congenital malformations of trachea and bronchus,13.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1084,Q33 Congenital malformations of lung,57.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1085,Q34 Other congenital malformations of respiratory system,11.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1086,Q35 Cleft palate,33.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1087,Q36 Cleft lip,9.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1088,Q37 Cleft palate with cleft lip,31.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1089,"Q38 Other congenital malformations of tongue, mouth and pharynx",464.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1090,Q39 Congenital malformations of oesophagus,198.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1091,Q40 Other congenital malformations of upper alimentary tract,214.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1092,"Q41 Congenital absence, atresia and stenosis of small intestine",5.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1093,"Q42 Congenital absence, atresia and stenosis of large intestine",20.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1094,Q43 Other congenital malformations of intestine,402.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1095,"Q44 Congenital malformations of gallbladder, bile ducts and liver",219.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1096,Q45 Other congenital malformations of digestive system,50.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1097,"Q50 Congenital malformations of ovaries, fallopian tubes and broad ligaments",251.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1098,Q51 Congenital malformations of uterus and cervix,279.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1099,Q52 Other congenital malformations of female genitalia,172.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1100,Q53 Undescended testicle,475.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1101,Q54 Hypospadias,206.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1102,Q55 Other congenital malformations of male genital organs,134.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1103,Q56 Indeterminate sex and pseudohermaphroditism,2.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1104,Q60 Renal agenesis and other reduction defects of kidney,269.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1105,Q61 Cystic kidney disease,800.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1106,Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,133.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1107,Q63 Other congenital malformations of kidney,509.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1108,Q64 Other congenital malformations of urinary system,150.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1109,Q65 Congenital deformities of hip,261.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1110,Q66 Congenital deformities of feet,918.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1111,"Q67 Congenital musculoskeletal deformities of head, face, spine and chest",228.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1112,Q68 Other congenital musculoskeletal deformities,86.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1113,Q69 Polydactyly,11.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1114,Q70 Syndactyly,39.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1115,Q71 Reduction defects of upper limb,25.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
